,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,mean
0,,2.32340771621518,1.412852325680887,4.270199934710033,1.7834849179991819,5.693401681896419,3.316188497945629,3.895524166507334,2.7737483728652563
1,2.32340771621518,,2.213361573155917,2.4877016404060344,1.2511721579645045,4.174888059786299,1.2198942800902821,2.0103626516089106,2.7737483728652563
2,1.412852325680887,2.213361573155917,,4.61175293829418,1.8687690390905731,6.152719373170523,3.3782195277624543,4.0376373931798994,2.7737483728652563
3,4.270199934710033,2.4877016404060344,4.61175293829418,,2.7022100841612677,1.905507157207422,1.5055307201910986,1.1513608335207728,2.7737483728652563
4,1.7834849179991819,1.2511721579645045,1.8687690390905731,2.7022100841612677,,4.31512395954914,1.7462170891701376,1.7635336933180583,2.7737483728652563
5,5.693401681896419,4.174888059786299,6.152719373170523,1.905507157207422,4.31512395954914,,3.1744842376275715,2.1684089560987956,2.7737483728652563
6,3.316188497945629,1.2198942800902821,3.3782195277624543,1.5055307201910986,1.7462170891701376,3.1744842376275715,,1.1310398339186736,2.7737483728652563
7,3.895524166507334,2.0103626516089106,4.0376373931798994,1.1513608335207728,1.7635336933180583,2.1684089560987956,1.1310398339186736,,2.7737483728652563
8,3.2421513201363803,2.2401125827467325,3.382187452904919,2.662037615498687,2.204358705893266,3.940647632190881,2.2102248838151213,2.3082667897360634,2.7737483728652563
